geocode,Distance2Center,minDist_subcenter,Build_Density,Urb_Build_Density,Pop_Density,Urb_Pop_Density,SF_share,m2cap,Pop_2018,transit_access,Car_HH,Car_cap,Inc_HH,Inc_cap,HH_size,share_65+,tCO2cap_res,tCO2cap_mob,tCO2cap_energy,Region,Country,pkm_cap_Car,pkm_cap_Transit,Pop_2017,city_size,Country_France,Country_Germany,Population,Income_cap_stand,City_Pop,clean_intersection_density_km,street_density_km,bike_lane_share
10115,1.972959421,2.761333518,8762171.911,9010181.3,105.7135241,108.7056984,0.620220829,42.49919815,25109.16429,94.28305236,0.536876067,0.266870073,3347.603191,1664.024834,2.01175074,0.062208398,1.566629491,0.2475,1.814129491,Berlin,Germany,901.0191,1325.3056,0,3,0,1,25109.16429,1,3748148,39.38086734,8886.023374,0.0965
10117,0.475295148,3.47954095,15005781.68,16134572.87,51.85030068,55.75067481,0.826228608,48.8327716,17635.33402,105.260238,0.525050553,0.333901995,2412.541497,1534.237825,1.572469051,0.160850056,1.839368468,0.2658,2.105168468,Berlin,Germany,1021.5326,1306.9586,0,3,0,1,17635.33402,1,3748148,51.62362402,11421.68254,0.1669
10119,2.441003095,2.130129309,10410935.01,10410935.01,190.9988508,190.9988508,0.443493032,41.35795287,18640.39932,95.79619785,0.426802886,0.239521571,2863.114003,1606.778183,1.781897485,0.063402322,1.609698123,0.186,1.795698123,Berlin,Germany,649.0157,759.7936,0,3,0,1,18640.39932,1,3748148,52.64385374,11693.44705,0.0696
10178,2.001692669,3.082076327,9892035.629,10417996.79,81.8169319,86.16715166,0.374402136,39.76875839,15184.2835,149.8091655,0.426969255,0.26566815,2313.179321,1439.302866,1.607152584,0.187770823,1.520131333,0.231,1.751131333,Berlin,Germany,634.8054,1444.5721,0,3,0,1,15184.2835,1,3748148,55.50049697,12047.22762,0.1097
10179,2.290878991,2.157930533,8909344.9,9623802.806,122.0819128,131.8719017,0.18381623,35.34294254,26548.12335,92.84436447,0.610115228,0.400555651,2273.476063,1492.592943,1.523172191,0.210110585,1.296572178,0.318,1.614572178,Berlin,Germany,1409.3781,1273.8679,0,3,0,1,26548.12335,1,3748148,46.11438351,11114.03757,0.1808
10243,3.920692844,1.080441938,9079025.529,10798400.7,111.3437265,132.4298704,0.216611655,36.97738951,31801.3683,70.35207748,0.442576622,0.302787064,2286.750987,1564.471737,1.461676125,0.155365622,1.400566214,0.2966,1.697166214,Berlin,Germany,1097.439,1461.6847,0,3,0,1,31801.3683,1,3748148,35.70804033,9879.523487,0.1561
10245,5.401818192,0.817197552,5535276.279,8090550.852,103.658119,151.5102844,0.583168814,38.76452314,34980.71627,54.87377877,0.372814133,0.237494634,2255.590975,1436.884242,1.569779185,0.051467632,1.579827888,0.2752,1.855027888,Berlin,Germany,917.2083,1791.1037,0,3,0,1,34980.71627,1,3748148,40.40109706,9402.638527,0.0676
10247,5.698647696,0.828686154,8799846.296,9166440.093,222.3314399,231.5935706,0.741764643,37.15703799,40098.18708,57.43428116,0.412009609,0.232822013,2334.150496,1319.002289,1.769633393,0.046823489,1.436540513,0.2422,1.678740513,Berlin,Germany,771.9366,1736.0849,0,3,0,1,40098.18708,1,3748148,49.58316457,11700.88309,0.1107
10249,4.422989976,1.473895747,6322666.832,6523150.848,127.3102581,131.3471103,1.134567715,36.81713405,29372.33519,75.18284831,0.486157452,0.285879417,2440.728525,1435.242933,1.700568224,0.136519473,1.401216106,0.2606,1.661816106,Berlin,Germany,983.3703,1120.3251,0,3,0,1,29372.33519,1,3748148,44.48201595,10380.70216,0.1189
10315,9.013880557,3.469647795,3608824.376,3706370.57,77.58967063,79.68691237,1.510408485,34.82921577,27970.27337,49.81541234,0.57041411,0.37835143,1960.572822,1300.433347,1.50763038,0.207704598,1.28692716,0.3834,1.67032716,Berlin,Germany,1415.551,2066.4637,0,3,0,1,27970.27337,1,3748148,30.40284577,7413.827189,0.087
10317,7.599145904,2.788076509,3722346.271,5434855.147,62.70130336,91.54777026,2.214403015,36.91755377,26380.72971,35.14217324,0.714467722,0.321788946,2818.26325,1269.316912,2.220299142,0.06998726,1.470099587,0.3241,1.794199587,Berlin,Germany,1162.1121,1745.2699,0,3,0,1,26380.72971,1,3748148,26.32192687,6857.907482,0.0373
10318,10.16754688,2.31871003,1961839.696,2044676.298,41.13762566,42.8746183,17.17243899,39.86510812,27708.922,23.85408733,0.815917038,0.400767814,2943.691954,1445.903121,2.03588464,0.160486167,1.528035707,0.5286,2.056635707,Berlin,Germany,2199.5322,2209.4688,0,3,0,1,27708.922,1,3748148,44.6860619,9269.136571,0.0059
10319,9.121181822,3.577325346,2708484.799,2769878.291,70.94666584,72.55482092,0.454247464,34.7423388,25324.30472,35.92737216,0.541547511,0.335117089,1810.856179,1120.582846,1.615994914,0.318265609,1.199208622,0.3422,1.541408622,Berlin,Germany,1341.7377,1620.997,0,3,0,1,25324.30472,0,3748148,28.36238632,7163.162868,0.1229
10365,7.713141835,1.9926497,6362041.165,6564954.561,65.96681583,68.07078691,2.544663184,33.68814763,31688.38666,47.73824952,0.478405048,0.290473957,1967.464248,1194.588409,1.646980863,0.158132033,1.238768475,0.3472,1.585968475,Berlin,Germany,1126.4793,2306.3486,0,3,0,1,31688.38666,0,3748148,29.58666199,6770.454206,0.0579
10367,6.850865137,1.530771708,4991763.626,4991763.626,119.0584003,119.0584003,1.480086725,33.62115997,20242.01447,54.29408876,0.521411884,0.344507248,2021.160559,1335.421159,1.513500475,0.208617189,1.211054195,0.3522,1.563254195,Berlin,Germany,1272.0661,1922.5985,0,3,0,1,20242.01447,1,3748148,31.62712144,7851.507373,0.034
10369,6.114839243,1.590679399,4986590.659,5090803.917,135.7050661,138.5411254,0.073361337,33.5090154,21233.95551,65.92764307,0.52326763,0.321670818,2031.415774,1248.781953,1.626717754,0.296035713,1.234404816,0.3868,1.621204816,Berlin,Germany,1501.7769,1827.3964,0,3,0,1,21233.95551,0,3748148,38.97277545,10016.63053,0.1027
10405,3.737171956,1.704998035,8657843.515,8893653.218,172.3846644,177.0798262,0.153740067,41.00281706,32319.09915,74.412751,0.457671123,0.256479146,2620.119983,1468.316661,1.784437957,0.076532809,1.50950551,0.2565,1.76600551,Berlin,Germany,901.0835,1231.8788,0,3,0,1,32319.09915,1,3748148,50.19530241,12177.84498,0.0371
10407,4.636928296,2.496368848,5662565.07,5737735.233,93.35448236,94.59375672,1.757590229,37.11289971,25762.00945,61.90924042,0.505190408,0.292069194,2477.221609,1432.17311,1.72969426,0.110554313,1.434507888,0.2632,1.697707888,Berlin,Germany,952.0465,1639.4406,0,3,0,1,25762.00945,1,3748148,38.97277545,9402.871956,0.009
10409,5.186236509,1.734495287,6912046.833,6966330.483,129.6542415,130.6724791,0.002684124,36.35837546,22729.68588,52.01170849,0.453851799,0.301561613,1974.717414,1312.100049,1.505005213,0.252892419,1.442857214,0.3653,1.808157214,Berlin,Germany,1435.2921,1735.2735,0,3,0,1,22729.68588,1,3748148,51.62362402,12250.34107,0.0241
10435,3.36005714,1.223664239,10074332.2,10074332.2,196.7067904,196.7067904,0.312826494,41.96908615,17058.13736,66.10036026,0.358087379,0.180205812,2752.888835,1385.378528,1.987102282,0.051072865,1.567940731,0.2195,1.787440731,Berlin,Germany,854.6003,1098.2345,0,3,0,1,17058.13736,1,3748148,46.5224754,11047.94872,0.0369
10437,4.117160284,0.421288679,10972773.96,11054175.2,223.0557229,224.7104561,0.125119916,40.40101815,32822.91412,66.78877713,0.326505372,0.202274208,2791.721436,1729.506741,1.614172047,0.047278973,1.547759776,0.2495,1.797259776,Berlin,Germany,703.1024,1719.9406,0,3,0,1,32822.91412,2,3748148,50.39934835,11658.2179,0.0389
10439,4.793850692,0.321795392,9722977.4,10636635.42,179.296628,196.1449447,0.272234257,39.5898273,30276.06545,67.48496471,0.495218719,0.310798923,2312.768078,1451.491635,1.593373343,0.087081502,1.626085047,0.2459,1.871985047,Berlin,Germany,747.5231,1837.988,0,3,0,1,30276.06545,1,3748148,59.37736992,12864.25737,0.0312
10551,3.521214597,2.793691312,6912255.961,7829447.778,197.537689,223.7490957,0.121905778,35.23263562,19849.28578,48.90015661,0.420531059,0.24574533,2069.67344,1209.453077,1.711247405,0.117413704,1.464621952,0.2904,1.755021952,Berlin,Germany,1045.648,1647.3604,0,3,0,1,19849.28578,0,3748148,34.89185655,9278.49677,0.1239
10553,4.536433848,2.716297537,10948726.89,13262636.58,73.01576177,88.4469512,0.140789704,32.03075341,11674.61678,27.32203496,0.383672334,0.265893975,1549.809549,1074.054564,1.442952343,0.090527377,1.383962989,0.2069,1.590862989,Berlin,Germany,386.9868,2089.7381,0,3,0,1,11674.61678,0,3748148,25.70978904,6699.047307,0.1478
10555,3.301733078,1.964772475,7709778.148,8706473.746,180.674679,204.0317268,0.221440894,39.45746362,17516.66703,56.16782218,0.457820601,0.26479811,2550.547377,1475.206933,1.728942103,0.148751177,1.708334783,0.3603,2.068634783,Berlin,Germany,1300.9356,1418.5045,0,3,0,1,17516.66703,1,3748148,35.0959025,9643.050969,0.098
10557,1.735020499,3.21289094,5083230.851,5645075.501,48.64436256,54.02097748,0.459258529,39.35349805,18400.13511,69.40940484,0.555802034,0.345382921,2607.5763,1620.383272,1.609234275,0.171636634,1.594054535,0.3468,1.940854535,Berlin,Germany,1453.9905,998.4572,0,3,0,1,18400.13511,1,3748148,28.36238632,8180.518604,0.1215
10559,2.808711095,3.207783276,8279880.9,8965817.41,145.7565633,157.8315858,0.224400798,35.34013223,17972.71686,51.5147709,0.330003465,0.187776815,2130.994296,1212.567033,1.75742391,0.105022831,1.469835642,0.2733,1.743135642,Berlin,Germany,1098.8119,1543.5495,0,3,0,1,17972.71686,0,3748148,36.72827005,10009.09429,0.1605
10585,5.190580488,1.466957352,8619083.81,8619083.81,187.0829661,187.0829661,0.229717502,40.07631602,14470.608,60.78728271,0.512791492,0.303125946,2341.396675,1384.067582,1.691677997,0.187471776,1.657203515,0.2591,1.916303515,Berlin,Germany,893.7578,1456.3581,0,3,0,1,14470.608,1,3748148,46.31842946,12146.68777,0.0618
10587,4.177132639,1.333668774,7778735.003,8324077.052,85.25575029,91.23275626,0.253795729,39.66866043,12467.105,50.26508926,0.502696893,0.319058573,2179.256078,1383.160199,1.575563033,0.197884302,1.677457226,0.3613,2.038757226,Berlin,Germany,1270.0566,1341.9134,0,3,0,1,12467.105,1,3748148,38.36063761,9840.550711,0.1183
10589,5.373357072,2.515577117,6750358.49,7767883.529,84.37624029,97.09481478,0.13854408,37.76269773,15392.98946,37.77330482,0.497072938,0.329762298,2142.776683,1421.535774,1.507367399,0.162188348,1.696317519,0.4238,2.120117519,Berlin,Germany,1385.517,2149.8118,0,3,0,1,15392.98946,1,3748148,30.19879982,7466.254754,0.0788
10623,3.79559861,0.364058736,10879549.19,11458316.64,81.46680932,85.80065962,0.257701583,46.89206707,9520.411481,124.4551009,0.825431914,0.489653575,2640.450105,1566.338557,1.685746732,0.218075262,1.952036337,0.2872,2.239236337,Berlin,Germany,1001.067,1477.0961,0,3,0,1,9520.411481,1,3748148,39.17682139,10419.13625,0.2174
10625,4.547617208,0.585543827,10107325.13,10207278.32,170.85566,172.5452829,0.217271552,41.44910655,10765.54103,88.94501114,0.506432908,0.343912427,2238.610115,1520.212895,1.472563562,0.213703799,1.769653052,0.3146,2.084253052,Berlin,Germany,1066.1193,1096.8359,0,3,0,1,10765.54103,1,3748148,46.72652135,12516.91955,0.1667
10627,5.360386458,1.307476656,10566292.67,12135570.93,188.9509674,217.013473,0.187189547,39.61441699,13612.51217,91.03895687,0.612587037,0.388746225,2339.873439,1484.877921,1.575801893,0.159483671,1.700006289,0.3802,2.080206289,Berlin,Germany,1537.1439,1612.864,0,3,0,1,13612.51217,1,3748148,48.76698079,12860.10116,0.0872
10629,5.076230026,0.976098779,12021414.45,12068976.45,200.3341845,201.1267944,0.359374477,50.22841963,12807.46001,100.2319126,0.496303839,0.32950025,2637.764353,1751.233712,1.506232055,0.23782235,2.092984896,0.4239,2.516884896,Berlin,Germany,1755.1041,1714.8063,0,3,0,1,12807.46001,2,3748148,51.01148619,13145.6,0.1473
10707,4.943352627,1.135756338,11383156.3,11383156.3,161.8693035,161.8693035,0.202295292,48.23773107,13815.92721,82.24762827,0.750523694,0.427293129,2647.89431,1507.516758,1.756460945,0.254358584,2.058766828,0.4123,2.471066828,Berlin,Germany,1696.7032,1049.5513,0,3,0,1,13815.92721,1,3748148,54.07217536,13869.68948,0.1614
10709,5.807194926,1.913499093,8117134.121,8309531.547,105.4012567,107.8995436,0.838632678,41.2730709,10292.48629,65.8197421,0.64555215,0.399526408,2373.306731,1468.818147,1.615793443,0.249438623,1.732562121,0.3253,2.057862121,Berlin,Germany,1524.8779,823.8753,0,3,0,1,10292.48629,1,3748148,52.03171591,13762.57515,0.1487
10711,6.278136657,2.19440549,6126668.457,7322668.472,110.4043323,131.9565975,0.431809018,44.68749684,11572.54399,67.40139963,0.50490265,0.31060881,2692.791409,1656.56634,1.625525851,0.227559055,2.004773991,0.4925,2.497273991,Berlin,Germany,2044.8144,1829.8046,0,3,0,1,11572.54399,1,3748148,45.29819973,12122.42038,0.1348
10713,5.527486996,1.768214399,6033249.926,6194977.29,103.000847,105.7618888,1.121105687,37.90086463,13264.36244,48.37490755,0.485623021,0.299785165,2256.300139,1392.860882,1.619903444,0.181573896,1.731579833,0.287,2.018579833,Berlin,Germany,815.0377,1578.4043,0,3,0,1,13264.36244,1,3748148,51.21553213,13829.60873,0.069
10715,5.021949543,1.471681518,6921160.61,6997217.932,151.0226361,152.6822389,0.266705346,39.50439896,17834.26417,51.39400539,0.649537939,0.389147408,2381.718527,1426.921408,1.669130839,0.204988662,1.715353083,0.3545,2.069853083,Berlin,Germany,1387.2971,1352.9872,0,3,0,1,17834.26417,1,3748148,69.17157527,16472.46099,0.068
10717,4.521528795,1.770705295,8807316.753,8807316.753,207.7018415,207.7018415,0.205063717,43.26691057,17100.77347,53.1291381,0.484811486,0.330364809,2161.652972,1473.013928,1.467503417,0.242509633,2.025877039,0.3483,2.374177039,Berlin,Germany,1670.2325,1271.3547,0,3,0,1,17100.77347,1,3748148,58.96927803,14423.22185,0.095
10719,4.130453171,0.841490094,10717969.6,10719258.56,138.867303,138.8840034,0.220739996,47.27741981,12203.32385,104.8542934,0.702641887,0.42919838,2471.751916,1509.833013,1.637102842,0.259458421,1.967131162,0.3908,2.357931162,Berlin,Germany,1664.6656,1408.0324,0,3,0,1,12203.32385,1,3748148,52.03171591,13117.84261,0.1589
10777,3.235681617,1.70722025,9687052.055,9687052.055,186.5346103,186.5346103,0.22082449,41.65394555,12843.97471,89.77270925,0.461656343,0.291995791,2880.831026,1822.114103,1.581037665,0.217490321,1.793651924,0.2851,2.078751924,Berlin,Germany,1314.8521,916.2605,0,3,0,1,12843.97471,2,3748148,64.68256448,14444.75971,0.1601
10779,3.766622239,1.982432831,7949702.571,7949702.571,170.4255574,170.4255574,0.113544139,44.58324282,8813.741806,50.17398305,0.458124082,0.303290381,2242.945091,1484.889572,1.51051306,0.225932994,1.980464492,0.2661,2.246564492,Berlin,Germany,1109.6413,1317.4636,0,3,0,1,8813.741806,1,3748148,65.29470232,14934.99724,0.1139
10781,2.930651774,2.526807688,8727170.928,8727170.928,203.0695355,203.0695355,0.132210817,39.8723906,14431.26106,63.09417434,0.548432746,0.322820417,2567.619537,1511.361265,1.69887875,0.168589426,1.71048064,0.3277,2.03818064,Berlin,Germany,1373.32,1155.0189,0,3,0,1,14431.26106,1,3748148,62.84615098,12997.39266,0.188
10783,2.351062129,2.973268491,7141527.669,7217575.058,190.8351566,192.867287,0.179752412,36.25873251,12071.30004,90.70940643,0.483154032,0.288767818,2340.411099,1398.79906,1.673157472,0.144280156,1.651391571,0.1625,1.813891571,Berlin,Germany,575.7081,879.1647,0,3,0,1,12071.30004,1,3748148,50.80744024,10573.6276,0.2529
10785,1.425153362,2.954852885,5950563.401,6142429.594,41.29677257,42.62831952,1.585369455,41.34543958,12620.84989,71.5460951,0.458563154,0.26939374,2733.693833,1605.972915,1.702204195,0.134224599,1.81503625,0.2619,2.07693625,Berlin,Germany,893.1964,1187.0668,0,3,0,1,12620.84989,1,3748148,40.605143,9380.40915,0.1854
10787,2.741552764,1.466018664,5126043.48,5411339.475,44.65390102,47.13916655,0.421720835,41.85753285,6464.303165,108.0534103,0.536668245,0.398947931,1484.605272,1103.624458,1.345208745,0.196823673,1.723254072,0.405,2.128254072,Berlin,Germany,1986.5901,1291.1915,0,3,0,1,6464.303165,0,3748148,44.6860619,11074.92012,0.1413
10789,3.262870085,1.179750395,14577864.34,14577864.34,119.3080955,119.3080955,0.298313446,46.30374846,5358.225472,151.2434666,0.531294725,0.349026905,2568.658648,1687.445663,1.522217103,0.20944638,1.895657752,0.687,2.582657752,Berlin,Germany,2851.6663,1648.7839,0,3,0,1,5358.225472,1,3748148,53.05194563,12409.03821,0.1564
10823,3.593043907,2.851662917,10281999.74,10281999.74,207.6990605,207.6990605,0.097824356,39.96164326,10273.42381,69.07166855,0.486430706,0.258311382,2457.392051,1304.959429,1.883117587,0.144878633,1.771479299,0.3271,2.098579299,Berlin,Germany,1260.6742,1200.4947,0,3,0,1,10273.42381,1,3748148,61.82592126,13164.41528,0.1411
10825,4.238851113,2.167278659,7740384.833,7740384.833,167.8454503,167.8454503,0.074095681,41.11835212,11686.67298,63.31463802,0.603496689,0.368923757,2734.696793,1671.748384,1.635830379,0.208391478,1.796716693,0.3382,2.134916693,Berlin,Germany,1368.4601,1138.9316,0,3,0,1,11686.67298,1,3748148,64.2744726,14438.38369,0.0627
10827,3.723320738,2.870043143,8936136.284,9772994.152,176.3217443,192.8340528,0.119709757,38.87112127,15292.80014,74.90342456,0.359047353,0.205891141,2262.899888,1297.631182,1.743869845,0.122494022,1.764725376,0.1733,1.938025376,Berlin,Germany,521.754,1223.0448,0,3,0,1,15292.80014,1,3748148,56.92881858,12833.1069,0.1399
10829,4.119867473,3.021001631,5247294.67,6087253.137,64.00750777,74.2534824,0.325282364,38.37313031,16783.06029,54.6195166,0.388090227,0.222963005,2709.879928,1556.862116,1.74060368,0.102869045,1.644403191,0.2395,1.883903191,Berlin,Germany,817.7056,1566.3582,0,3,0,1,16783.06029,1,3748148,39.78895923,10514.06679,0.1104
10961,2.587211744,1.896650769,7276798.321,7434140.598,147.3704825,150.5569948,0.216812934,38.47180381,21136.56676,68.88320965,0.514294968,0.305815682,2337.440549,1389.914391,1.681715481,0.096938028,1.5972353,0.2678,1.8650353,Berlin,Germany,1032.2711,796.2946,0,3,0,1,21136.56676,1,3748148,37.74849978,9949.696316,0.1015
10963,1.468584966,2.956954827,6923462.604,7253112.797,96.25712728,100.8402647,0.310247995,35.52318742,14230.25678,99.78233197,0.48996795,0.317639539,2671.768007,1732.070756,1.542528212,0.103303583,1.523147099,0.2553,1.778447099,Berlin,Germany,1102.808,1130.2189,0,3,0,1,14230.25678,2,3748148,40.80918895,10277.05477,0.1562
10965,2.914820398,2.66900015,4052428.522,4235357.815,69.9048371,73.06038749,1.402472628,40.90057595,21501.91515,40.72688998,0.575480739,0.294047507,2945.072358,1504.813499,1.957101235,0.105003144,1.729738903,0.3271,2.056838903,Berlin,Germany,1346.9755,1128.2388,0,3,0,1,21501.91515,1,3748148,35.91208628,9299.03073,0.1675
10967,3.496763517,0.64756425,8050123.637,8237594.555,174.8715106,178.9439105,0.206932891,37.8879396,21773.61411,57.5775013,0.442583839,0.240968138,2575.598991,1402.304463,1.836690291,0.100533094,1.648376461,0.2265,1.874876461,Berlin,Germany,764.131,1141.7573,0,3,0,1,21773.61411,1,3748148,37.54445383,10363.76818,0.1025
10969,1.677931611,1.951585966,7387141.852,7480798.135,142.4198584,144.2254978,0.342950431,30.04018577,28099.28471,72.61421914,0.467086123,0.319819842,1940.045449,1328.373929,1.460466369,0.133293295,1.432430644,0.2386,1.671030644,Berlin,Germany,741.5601,1207.6227,0,3,0,1,28099.28471,1,3748148,45.50224568,11178.41672,0.122
10997,3.888338166,1.01035828,7598312.261,7791848.303,168.114309,172.396336,0.180536726,35.62383262,26387.75186,57.65461507,0.371148074,0.219675345,2310.807097,1367.72189,1.689529951,0.093284841,1.549790015,0.187,1.736790015,Berlin,Germany,655.7944,899.3118,0,3,0,1,26387.75186,1,3748148,39.58491328,10055.81204,0.0727
10999,3.478965798,0.303535367,8144407.783,8677926.135,193.0610044,205.707914,0.233349079,34.92530633,27346.60413,57.36699758,0.316640041,0.200309923,2268.595694,1435.138235,1.580750647,0.099463396,1.484620627,0.2529,1.737520627,Berlin,Germany,977.4462,1103.9307,0,3,0,1,27346.60413,1,3748148,44.07392407,11166.24538,0.0481
12043,5.241114211,1.488637188,11832597.33,11832597.33,281.6576596,281.6576596,0.341831246,32.7112846,20089.03957,65.68655057,0.32848436,0.212752909,1990.102062,1288.950261,1.543971185,0.093651711,1.373561718,0.2053,1.578861718,Berlin,Germany,621.2652,1235.5797,0,3,0,1,20089.03957,1,3748148,62.23401315,13027.76367,0.0617
12045,5.030193886,1.446371381,8775931.978,9168558.647,236.6165253,247.2025187,0.118955795,34.71477355,15906.89116,61.62560521,0.345865988,0.193175558,2133.232307,1191.468244,1.790423134,0.095324503,1.52393634,0.183,1.70693634,Berlin,Germany,592.0367,1201.8929,0,3,0,1,15906.89116,0,3748148,54.88835914,12564.62733,0.0662
12047,4.063374159,0.500213095,10464769.17,10734059.35,310.9575722,318.9594515,0.113532361,35.31433322,16175.17275,70.69545557,0.319428936,0.177224087,2286.27405,1268.460009,1.802401365,0.082476811,1.5421086,0.1811,1.7232086,Berlin,Germany,584.3596,1087.2931,0,3,0,1,16175.17275,1,3748148,44.6860619,11365.68539,0.0776
12049,4.904393625,1.501480512,6856557.458,6856557.458,170.4073705,170.4073705,0.091646958,33.31885515,19899.91656,36.36102453,0.362119754,0.216870345,2200.86062,1318.076121,1.669752289,0.088337706,1.451616199,0.253,1.704616199,Berlin,Germany,762.8453,1671.7714,0,3,0,1,19899.91656,1,3748148,38.56468356,8171.585269,0.0662
12051,6.176747301,0.360040182,5397851.908,5852040.1,160.7468194,174.2724419,0.184412303,30.67948923,24641.70458,51.81530547,0.358964859,0.214938432,2026.673371,1213.517101,1.67008225,0.103364564,1.357258893,0.3353,1.692558893,Berlin,Germany,1362.4303,1648.0879,0,3,0,1,24641.70458,0,3748148,47.74675107,10169.3428,0.0761
12053,5.187994128,1.308799746,9667238.924,9667238.924,220.4402622,220.4402622,0.138630868,31.73054286,17406.28353,58.58665816,0.262926812,0.159992787,2232.822415,1358.68791,1.643366661,0.116315956,1.471076441,0.2885,1.759576441,Berlin,Germany,920.6602,1578.1164,0,3,0,1,17406.28353,1,3748148,56.11263481,11654.0672,0.0852
12055,6.499152694,0.906779074,7643254.34,8297710.042,159.2931087,172.9326239,0.434783748,32.87153512,13729.1739,53.02114121,0.336639965,0.183492504,2257.057173,1230.255211,1.834625167,0.080965999,1.449055326,0.272,1.721055326,Berlin,Germany,804.8073,1816.2067,0,3,0,1,13729.1739,0,3748148,48.15484296,10949.89526,0.1424
12057,7.622223844,1.331042483,5138064.126,5357339.29,55.79195793,58.17296961,3.72299235,26.65848469,17775.42039,30.15550874,0.427207914,0.259762411,1654.034234,1005.730246,1.644610212,0.131944444,1.287438524,0.244,1.531438524,Berlin,Germany,1046.1371,803.3651,0,3,0,1,17775.42039,0,3748148,23.46528365,6927.72323,0.1314
12059,5.822701453,1.797769217,6092497.034,6757123.291,153.2214918,169.9363176,0.122538617,32.64160784,18655.33208,38.07073826,0.313390542,0.199577018,1902.060835,1211.29255,1.570273701,0.112158835,1.415861584,0.2946,1.710461584,Berlin,Germany,870.1138,1693.3227,0,3,0,1,18655.33208,0,3748148,46.31842946,10435.89169,0.0623
12099,6.155823288,2.691996726,3003595.391,3106806.472,25.26933863,26.13765658,0.817509688,33.03217095,15976.68563,25.73625876,0.664337287,0.401245325,2492.053904,1505.146554,1.655688543,0.155952015,1.678780104,0.3772,2.055980104,Berlin,Germany,1433.8669,1289.8382,0,3,0,1,15976.68563,1,3748148,19.38436475,5650.52845,0.0971
12101,3.704803215,3.285051789,5745933.589,5982050.694,73.23485232,76.24428518,10.87784972,36.0499495,17086.79712,45.71423693,0.709574048,0.398331673,2348.959605,1318.629131,1.781364866,0.201492537,1.362000458,0.4354,1.797400458,Berlin,Germany,1680.8877,1244.8563,0,3,0,1,17086.79712,1,3748148,34.68781061,8793.89112,0.1101
12103,5.303855621,3.464943438,19895086.12,21112154.99,100.1789653,106.307348,0.596722251,36.21196176,21762.30787,44.66108298,0.564186064,0.379817333,2111.022972,1421.167886,1.485414209,0.195538432,1.534830347,0.3394,1.874230347,Berlin,Germany,1219.3702,1391.5562,0,3,0,1,21762.30787,1,3748148,32.03521333,8383.297016,0.0984
12105,7.393325663,1.630175718,3484608.225,3803523.357,64.72386201,70.64746021,2.944413815,36.23093268,22103.9736,38.51457778,0.636084675,0.388182343,2195.060737,1339.576086,1.638623413,0.229744007,1.569670587,0.4672,2.036870587,Berlin,Germany,1824.1836,1937.1094,0,3,0,1,22103.9736,1,3748148,32.44330521,8250.320886,0.0652
12107,9.153849031,0.723808268,2689806.327,2693133.916,48.36438827,48.42422038,24.54822587,38.1107795,21232.89864,29.1984073,0.857848759,0.519100936,2308.984553,1397.211372,1.652566389,0.287585632,1.734976541,0.5379,2.272876541,Berlin,Germany,2261.2104,1764.7662,0,3,0,1,21232.89864,1,3748148,26.93406471,7051.217957,0.0593
12109,7.458844961,2.074465939,1845602.183,1861928.884,53.86695414,54.34347594,7.675786228,36.57546615,16093.57863,28.07293106,0.692358261,0.441813633,2086.765457,1331.624796,1.567082157,0.251449592,1.726029486,0.5025,2.228529486,Berlin,Germany,1868.7759,2360.9907,0,3,0,1,16093.57863,1,3748148,26.52597282,6883.059409,0.0098
12157,6.074639835,1.68172633,3287122.03,3371686.406,89.72182655,92.03000686,0.214718937,37.32444882,18639.41823,48.05249436,0.661458921,0.375795625,2358.784681,1340.099794,1.760155991,0.170031404,1.612343764,0.2856,1.897943764,Berlin,Germany,1056.8241,1498.628,0,3,0,1,18639.41823,1,3748148,44.07392407,11690.32596,0.0358
12159,5.467220965,1.157366355,6621280.632,7390054.483,151.6336215,169.2392736,0.55866048,43.85462342,15228.58988,59.73329787,0.657195467,0.341470335,2782.13177,1445.559981,1.924604863,0.213383674,1.942357901,0.386,2.328357901,Berlin,Germany,1660.074,1386.1395,0,3,0,1,15228.58988,1,3748148,66.31493204,16508.14638,0.0483
12161,6.134893307,0.501784543,8713721.478,8713721.478,192.5147651,192.5147651,0.493572447,43.94603264,18601.88413,62.856849,0.626625893,0.335523073,2691.182892,1440.977724,1.867608949,0.189056624,1.903967881,0.2686,2.172567881,Berlin,Germany,813.1915,1632.1808,0,3,0,1,18601.88413,1,3748148,71.00798877,16567.98489,0.0527
12163,6.977491,0.867488708,9110345.003,9117598.58,138.0915802,138.2015275,2.283674754,41.94215265,18597.2851,66.27168658,0.662731404,0.369411201,2676.031065,1491.638762,1.794020867,0.216922006,1.832978841,0.4399,2.272878841,Berlin,Germany,1916.4345,1613.497,0,3,0,1,18597.2851,1,3748148,69.57966716,15472.8297,0.059
12165,7.826816515,1.674430044,4122010.585,4276799.838,78.19786702,81.13434407,5.25790599,43.23857156,7354.985768,68.51448626,0.8836027,0.545795324,3000.328078,1853.282062,1.618926843,0.218978102,1.932076389,0.5212,2.453276389,Berlin,Germany,1858.3218,1779.8221,0,3,0,1,7354.985768,2,3748148,53.05194563,12085.80067,0.0303
